사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2025-12,8호선,2815,잠실(송파구청),23 ,0 ,1788 ,3376 ,3931 ,12421 ,8190 ,40300 ,11887 ,98662 ,9764 ,70725 ,11844 ,54904 ,18392 ,56104 ,23838 ,55304 ,30205 ,55669 ,40498 ,52568 ,53977 ,55996 ,64284 ,54646 ,77403 ,58835 ,92579 ,61853 ,64449 ,30973 ,61673 ,17922 ,63910 ,12240 ,44839 ,9542 ,15271 ,7234 ,6648 ,2308 ,182 ,372 ,0 ,0 ,0 ,0 
2025-12,8호선,2816,석촌,2 ,0 ,2622 ,948 ,5775 ,4341 ,16758 ,9317 ,24857 ,24529 ,15488 ,21901 ,12895 ,15186 ,13055 ,17545 ,15418 ,18783 ,15093 ,19245 ,15780 ,18297 ,17994 ,20285 ,18900 ,23157 ,22716 ,29381 ,25213 ,35687 ,15932 ,23651 ,14371 ,14626 ,15526 ,13007 ,12676 ,11790 ,5504 ,7472 ,3050 ,2655 ,92 ,50 ,0 ,12 ,0 ,0 
2025-12,8호선,2817,송파,1 ,0 ,3292 ,856 ,10538 ,5355 ,32146 ,10357 ,39224 ,22322 ,25323 ,12733 ,20184 ,10275 ,19033 ,10505 ,18033 ,12617 ,17765 ,15304 ,15719 ,15864 ,17846 ,20073 ,19507 ,22171 ,19766 ,27068 ,19767 ,35625 ,11297 ,27254 ,8181 ,17662 ,6385 ,17591 ,5564 ,15231 ,2274 ,7440 ,442 ,2688 ,18 ,53 ,0 ,8 ,0 ,0 
2025-12,8호선,2818,가락시장,261 ,1 ,3715 ,2824 ,6808 ,7468 ,13251 ,15472 ,14374 ,43470 ,11583 ,18797 ,11202 ,13815 ,12211 ,15386 ,13204 ,14168 ,14130 ,14987 ,16296 ,14723 ,19158 ,15826 ,20291 ,20570 ,24848 ,25875 ,31567 ,29901 ,16425 ,18451 ,15816 ,12483 ,16325 ,10317 ,13731 ,8906 ,6537 ,5829 ,1424 ,2528 ,13 ,764 ,0 ,49 ,0 ,0 
2025-12,8호선,2819,문정,6 ,1 ,2789 ,3950 ,8408 ,11521 ,27454 ,60459 ,35678 ,182681 ,23812 ,83591 ,19579 ,33904 ,21233 ,22166 ,25765 ,23648 ,29021 ,24687 ,33453 ,23124 ,35857 ,23259 ,44101 ,27690 ,96953 ,32967 ,128863 ,43229 ,46171 ,30667 ,32639 ,19931 ,27151 ,17197 ,18049 ,15861 ,7842 ,8349 ,1659 ,2924 ,12 ,77 ,0 ,0 ,0 ,0 
2025-12,8호선,2820,장지,35 ,2 ,5811 ,3186 ,18805 ,12290 ,46362 ,28947 ,51362 ,50921 ,35052 ,35714 ,24777 ,21897 ,22008 ,23959 ,23118 ,23586 ,25765 ,22926 ,26638 ,23862 ,33540 ,27366 ,39110 ,31246 ,50454 ,39388 ,52774 ,51027 ,29876 ,32361 ,23879 ,21005 ,17964 ,19180 ,9699 ,17218 ,3163 ,10653 ,684 ,3241 ,4 ,71 ,0 ,0 ,0 ,0 
2025-12,8호선,2821,복정,63 ,0 ,3519 ,2270 ,11633 ,9449 ,28907 ,11229 ,37275 ,19755 ,22579 ,13046 ,15119 ,9734 ,12953 ,7369 ,14070 ,9964 ,12992 ,9335 ,12752 ,10285 ,14873 ,12643 ,18417 ,16110 ,23813 ,22830 ,25979 ,30050 ,15564 ,20838 ,8807 ,14667 ,7769 ,14132 ,5858 ,12272 ,2831 ,5780 ,758 ,1617 ,9 ,58 ,0 ,0 ,0 ,0 
2025-12,8호선,2822,산성,13 ,0 ,5500 ,1525 ,11295 ,4319 ,28838 ,3597 ,31410 ,6746 ,17312 ,4221 ,12334 ,4517 ,10256 ,4616 ,9789 ,5646 ,8916 ,6567 ,7956 ,7909 ,8295 ,10993 ,11073 ,13556 ,9180 ,17968 ,6752 ,27558 ,3528 ,22282 ,2664 ,14619 ,2065 ,13914 ,1647 ,11862 ,792 ,7668 ,195 ,3132 ,0 ,97 ,0 ,0 ,0 ,0 
2025-12,8호선,2823,남한산성입구(성남법원.검찰청),72 ,11 ,10848 ,1792 ,21081 ,4332 ,49967 ,10868 ,63146 ,23814 ,33520 ,20328 ,23509 ,13244 ,21296 ,10640 ,22179 ,13541 ,19713 ,15189 ,19295 ,15179 ,20209 ,20259 ,22369 ,24089 ,23722 ,30473 ,21361 ,43517 ,9703 ,32138 ,7092 ,23772 ,5370 ,23086 ,3872 ,19045 ,1636 ,12103 ,339 ,4312 ,5 ,112 ,0 ,0 ,0 ,0 
2025-12,8호선,2824,단대오거리,56 ,0 ,10571 ,1668 ,20298 ,6154 ,48069 ,11675 ,57210 ,19226 ,29974 ,11322 ,20360 ,9273 ,18449 ,10577 ,20054 ,12111 ,17770 ,13496 ,16610 ,15960 ,17269 ,20836 ,20270 ,25751 ,21735 ,32887 ,21740 ,48195 ,11153 ,35881 ,8106 ,24271 ,6380 ,21547 ,4552 ,19718 ,1962 ,12144 ,423 ,4253 ,1 ,192 ,0 ,0 ,0 ,0 
2025-12,8호선,2825,신흥,6 ,1 ,3966 ,593 ,8148 ,2954 ,18738 ,3526 ,23077 ,7217 ,13393 ,4860 ,8969 ,5811 ,8216 ,6588 ,8483 ,8076 ,8315 ,9146 ,8872 ,10135 ,10226 ,11125 ,11530 ,13962 ,11200 ,15097 ,9243 ,20781 ,5659 ,16457 ,4818 ,10969 ,3490 ,10083 ,2276 ,8750 ,1210 ,5111 ,267 ,1664 ,0 ,109 ,0 ,0 ,0 ,0 
2025-12,8호선,2826,수진,13 ,0 ,3997 ,619 ,7068 ,2513 ,17006 ,4728 ,23166 ,13852 ,13136 ,6929 ,9471 ,6513 ,9393 ,7418 ,10476 ,7406 ,10604 ,8031 ,9756 ,8730 ,10971 ,9374 ,12920 ,11369 ,10553 ,11708 ,8697 ,16939 ,5243 ,13026 ,4288 ,9197 ,3859 ,8836 ,2547 ,7641 ,1058 ,5093 ,263 ,1768 ,9 ,99 ,0 ,0 ,0 ,0 
2025-12,8호선,2827,모란,19 ,1 ,2411 ,652 ,3175 ,3761 ,8743 ,5049 ,11597 ,11247 ,7289 ,6615 ,7269 ,7014 ,8915 ,7603 ,10322 ,8518 ,11109 ,8390 ,12014 ,7692 ,12588 ,8806 ,14981 ,9203 ,13606 ,9452 ,12171 ,11086 ,7038 ,6906 ,5636 ,5118 ,5565 ,4881 ,4637 ,4274 ,2665 ,2696 ,904 ,1890 ,9 ,934 ,0 ,0 ,0 ,0 
2025-12,8호선,2828,남위례,21 ,0 ,2018 ,1472 ,7483 ,5322 ,21578 ,9831 ,26486 ,25714 ,15416 ,12507 ,11764 ,8280 ,11073 ,7162 ,11901 ,8345 ,11465 ,10015 ,11279 ,10056 ,13776 ,11417 ,17275 ,14976 ,20112 ,19088 ,19912 ,25984 ,9415 ,19055 ,8349 ,13044 ,8434 ,10768 ,6119 ,10756 ,2594 ,6547 ,800 ,1778 ,0 ,44 ,0 ,0 ,0 ,0 
2025-12,9호선,4101,개화,12 ,0 ,2590 ,294 ,7544 ,2082 ,12559 ,3261 ,9295 ,4490 ,3713 ,2338 ,2763 ,1884 ,2557 ,2255 ,2380 ,1978 ,2326 ,2246 ,2889 ,2604 ,3308 ,2953 ,4622 ,2759 ,5940 ,3523 ,5499 ,5330 ,2268 ,4270 ,1566 ,2543 ,1351 ,2085 ,669 ,2306 ,324 ,1440 ,115 ,575 ,1 ,67 ,0 ,1 ,0 ,0 
2025-12,9호선,4102,김포공항,3 ,0 ,547 ,3842 ,2388 ,16459 ,9468 ,22116 ,11374 ,24766 ,7536 ,23167 ,7843 ,24227 ,9347 ,25647 ,9237 ,28905 ,12102 ,28802 ,14550 ,26991 ,16657 ,25102 ,16684 ,29708 ,17508 ,33973 ,20237 ,32680 ,15135 ,19294 ,13188 ,8376 ,10344 ,4692 ,10593 ,3586 ,3476 ,2332 ,148 ,1933 ,1 ,266 ,0 ,4 ,0 ,0 
2025-12,9호선,4103,공항시장,11 ,0 ,3224 ,297 ,4260 ,1257 ,9071 ,2271 ,11908 ,4842 ,6277 ,3308 ,4981 ,2925 ,4723 ,3505 ,4935 ,3980 ,4553 ,3893 ,4351 ,4151 ,4395 ,5651 ,4700 ,6322 ,5312 ,7694 ,4382 ,11272 ,2607 ,8248 ,2352 ,6173 ,2010 ,6245 ,1299 ,5183 ,743 ,3983 ,182 ,1473 ,4 ,167 ,0 ,0 ,1 ,0 
2025-12,9호선,4104,신방화,6 ,0 ,5398 ,868 ,12052 ,3449 ,28148 ,6473 ,28810 ,14648 ,15401 ,7659 ,12517 ,6310 ,10919 ,7071 ,11639 ,8398 ,10993 ,8492 ,9817 ,10332 ,11974 ,11931 ,12380 ,14540 ,11412 ,17447 ,11631 ,25384 ,6771 ,20981 ,5364 ,13106 ,3981 ,11607 ,2985 ,12720 ,1218 ,7227 ,237 ,2679 ,9 ,60 ,0 ,0 ,0 ,0 
2025-12,9호선,4105,마곡나루(서울식물원),13 ,0 ,4788 ,1501 ,10971 ,12379 ,31468 ,31965 ,33720 ,70735 ,18006 ,32981 ,15168 ,19677 ,16952 ,18574 ,20212 ,19269 ,22535 ,19657 ,24005 ,19619 ,27048 ,19849 ,33390 ,23417 ,55581 ,31388 ,59061 ,43700 ,29095 ,30407 ,25998 ,19498 ,25227 ,19233 ,20323 ,16784 ,9269 ,12241 ,1424 ,4727 ,16 ,628 ,0 ,0 ,0 ,0 
2025-12,9호선,4106,양천향교,4 ,0 ,4997 ,1173 ,10969 ,11426 ,32339 ,26014 ,33503 ,51531 ,16668 ,20092 ,13758 ,11159 ,14650 ,9092 ,15969 ,10567 ,14763 ,12736 ,14758 ,11595 ,17440 ,13219 ,22403 ,15603 ,35201 ,20746 ,39674 ,30119 ,14807 ,25562 ,9375 ,17400 ,7980 ,17419 ,5560 ,14677 ,2346 ,11093 ,593 ,3178 ,7 ,290 ,0 ,0 ,0 ,0 
2025-12,9호선,4107,가양,89 ,0 ,16087 ,1534 ,29948 ,10056 ,78243 ,28883 ,81281 ,59721 ,45714 ,32679 ,36767 ,21141 ,35307 ,22255 ,37520 ,24438 ,33801 ,27389 ,31412 ,30840 ,34432 ,37082 ,39813 ,42711 ,48254 ,50037 ,54510 ,74520 ,24684 ,62786 ,18429 ,40500 ,15839 ,36388 ,10739 ,33188 ,4365 ,20723 ,759 ,7211 ,15 ,469 ,0 ,0 ,0 ,0 
2025-12,9호선,4108,증미,1 ,0 ,2647 ,527 ,8696 ,3056 ,24806 ,11598 ,26946 ,49922 ,13394 ,19857 ,10245 ,6857 ,9811 ,6403 ,10252 ,6839 ,10158 ,7311 ,9286 ,8583 ,9999 ,9390 ,11693 ,10981 ,23494 ,13913 ,38075 ,21418 ,11033 ,16327 ,6717 ,10107 ,5330 ,9136 ,2909 ,9153 ,1192 ,5231 ,213 ,1839 ,4 ,61 ,0 ,0 ,0 ,0 
2025-12,9호선,4109,등촌,14 ,5 ,6658 ,1440 ,16672 ,6117 ,51831 ,8884 ,65606 ,20747 ,29269 ,13339 ,20938 ,12373 ,21259 ,13128 ,20515 ,15207 ,19386 ,16094 ,18163 ,17565 ,19740 ,21795 ,21416 ,23969 ,21341 ,35412 ,21195 ,50205 ,10976 ,39070 ,8703 ,23898 ,7190 ,21266 ,5483 ,19345 ,2541 ,11098 ,508 ,4000 ,7 ,114 ,0 ,0 ,0 ,0 
2025-12,9호선,4110,염창,31 ,0 ,13493 ,874 ,28496 ,5488 ,81751 ,9273 ,91344 ,20030 ,49761 ,12520 ,34035 ,11766 ,29701 ,13384 ,29352 ,16710 ,26814 ,18978 ,23053 ,22310 ,23253 ,28644 ,26541 ,34489 ,27366 ,50297 ,26219 ,75640 ,14444 ,61948 ,11242 ,42851 ,9961 ,37694 ,7534 ,38704 ,3214 ,22828 ,629 ,8002 ,20 ,532 ,0 ,0 ,0 ,0 
2025-12,9호선,4111,신목동,8 ,0 ,2431 ,393 ,6636 ,2059 ,22295 ,4234 ,21771 ,7094 ,10526 ,4889 ,8122 ,3203 ,7128 ,4167 ,7744 ,4431 ,6099 ,5526 ,6213 ,5937 ,6356 ,6178 ,7769 ,8647 ,8619 ,9928 ,7106 ,15776 ,3395 ,11729 ,2431 ,7888 ,2020 ,8485 ,1722 ,6736 ,645 ,4762 ,180 ,1348 ,5 ,156 ,0 ,0 ,0 ,0 
2025-12,9호선,4112,선유도,11 ,0 ,2336 ,1270 ,6786 ,4149 ,25842 ,15342 ,30662 ,43607 ,13682 ,23457 ,10645 ,9084 ,10343 ,9143 ,11454 ,9538 ,11382 ,8494 ,11725 ,9720 ,13171 ,9710 ,16094 ,11974 ,30258 ,15829 ,39159 ,24721 ,14163 ,17669 ,8595 ,11135 ,7091 ,9518 ,5152 ,9554 ,2155 ,5583 ,447 ,2117 ,0 ,96 ,0 ,0 ,0 ,0 
2025-12,9호선,4113,당산,94 ,2 ,9563 ,1612 ,17287 ,7866 ,54124 ,17474 ,65601 ,47597 ,38067 ,26179 ,29110 ,17801 ,28970 ,20515 ,30617 ,23012 ,29804 ,25214 ,28760 ,24514 ,31071 ,29139 ,34179 ,36642 ,45111 ,49376 ,52242 ,69587 ,27767 ,51319 ,22779 ,35805 ,23080 ,35596 ,19589 ,33044 ,9526 ,21428 ,2000 ,6893 ,40 ,622 ,0 ,4 ,0 ,0 
2025-12,9호선,4114,국회의사당,2 ,1 ,823 ,1911 ,2621 ,12414 ,5336 ,53453 ,8374 ,169727 ,7650 ,69635 ,11086 ,30538 ,16628 ,24407 ,20196 ,22839 ,24336 ,25397 ,29698 ,19910 ,30541 ,15969 ,46006 ,15948 ,88261 ,20810 ,109620 ,21796 ,41319 ,12180 ,32807 ,6604 ,33480 ,5988 ,18862 ,5029 ,6883 ,2905 ,1244 ,943 ,37 ,81 ,0 ,0 ,0 ,0 
2025-12,9호선,4115,여의도,33 ,0 ,4011 ,2990 ,4621 ,29395 ,10209 ,164967 ,12807 ,182321 ,13447 ,91651 ,17780 ,45786 ,27905 ,44387 ,29849 ,43746 ,37931 ,42805 ,45004 ,39049 ,58234 ,36090 ,80166 ,36443 ,179435 ,38927 ,167916 ,40406 ,83896 ,21678 ,75681 ,12203 ,58661 ,10480 ,32948 ,9498 ,11675 ,5336 ,1761 ,2571 ,19 ,448 ,0 ,1 ,0 ,0 
2025-12,9호선,4116,샛강,10 ,0 ,1650 ,1158 ,2373 ,5088 ,5216 ,18853 ,6984 ,40645 ,5505 ,16117 ,5873 ,9739 ,7421 ,9303 ,8058 ,7910 ,9016 ,8457 ,10180 ,7624 ,10939 ,7795 ,14168 ,10237 ,25332 ,13280 ,33865 ,16161 ,13716 ,9000 ,12656 ,5060 ,11789 ,4608 ,9372 ,3763 ,4466 ,2496 ,1134 ,931 ,14 ,65 ,0 ,2 ,0 ,0 
2025-12,9호선,4117,노량진,397 ,11 ,18863 ,2003 ,27537 ,14379 ,72454 ,30834 ,99422 ,59213 ,57579 ,39325 ,38498 ,27245 ,37533 ,34121 ,43138 ,38105 ,46811 ,42487 ,40687 ,40011 ,44207 ,44464 ,51697 ,57318 ,60575 ,82666 ,58643 ,112675 ,38902 ,70438 ,40862 ,49917 ,49094 ,48040 ,49543 ,47261 ,19034 ,27360 ,2431 ,8736 ,22 ,295 ,0 ,0 ,0 ,0 
2025-12,9호선,4118,노들,1 ,0 ,3860 ,312 ,6939 ,1261 ,18838 ,2497 ,23491 ,4330 ,13140 ,3682 ,9808 ,3578 ,8127 ,3726 ,8623 ,4884 ,7931 ,5166 ,6815 ,6626 ,6851 ,7913 ,7700 ,9708 ,8068 ,12308 ,6836 ,16645 ,3929 ,11916 ,2816 ,9182 ,2350 ,7954 ,2006 ,7934 ,927 ,4259 ,264 ,1589 ,30 ,52 ,0 ,0 ,0 ,0 
2025-12,9호선,4119,흑석(중앙대입구),9 ,2 ,3882 ,1004 ,6830 ,5917 ,18907 ,13288 ,24173 ,26778 ,15598 ,18433 ,14362 ,16761 ,15095 ,14483 ,16533 ,16111 ,18124 ,15127 ,18267 ,15971 ,20473 ,15560 ,23599 ,17747 ,29300 ,24627 ,20204 ,30407 ,12252 ,20320 ,11397 ,14726 ,11047 ,12490 ,8869 ,12089 ,4350 ,6810 ,1127 ,2738 ,14 ,119 ,0 ,0 ,0 ,0 
2025-12,9호선,4120,동작(현충원),47 ,0 ,1006 ,263 ,1708 ,1922 ,4927 ,2173 ,5625 ,3207 ,3543 ,2850 ,2935 ,2720 ,3608 ,2309 ,3999 ,2449 ,3481 ,3271 ,3244 ,3646 ,3389 ,2705 ,4557 ,2928 ,5251 ,3538 ,4805 ,5823 ,2073 ,3831 ,1881 ,2412 ,1852 ,2243 ,3169 ,2173 ,573 ,1541 ,105 ,1331 ,4 ,341 ,2 ,15 ,0 ,0 
2025-12,9호선,4121,구반포,3 ,0 ,302 ,2951 ,853 ,20461 ,1391 ,3819 ,2129 ,4754 ,1510 ,2882 ,1567 ,1675 ,2004 ,1409 ,2103 ,1725 ,2129 ,2067 ,2533 ,1817 ,4266 ,1518 ,16767 ,1696 ,12538 ,1836 ,5767 ,2367 ,2726 ,1287 ,1174 ,904 ,1125 ,916 ,803 ,755 ,267 ,449 ,61 ,258 ,0 ,8 ,0 ,0 ,0 ,0 
2025-12,9호선,4122,신반포,1 ,0 ,929 ,864 ,3042 ,9448 ,10115 ,10406 ,13574 ,11977 ,9007 ,7733 ,7082 ,6035 ,6764 ,5787 ,7822 ,6433 ,8176 ,7240 ,7916 ,7536 ,10208 ,7666 ,15187 ,8295 ,15714 ,10825 ,12632 ,12295 ,7487 ,9460 ,5084 ,5918 ,5326 ,5599 ,3017 ,5886 ,956 ,2694 ,274 ,1015 ,2 ,26 ,0 ,0 ,0 ,0 
2025-12,9호선,4123,고속터미널,21 ,2 ,3020 ,1632 ,6755 ,14467 ,19575 ,19437 ,27313 ,31816 ,23573 ,35327 ,21406 ,42483 ,24677 ,46818 ,28124 ,47623 ,31157 ,47556 ,35311 ,52779 ,40313 ,53375 ,44547 ,56964 ,44205 ,60576 ,41179 ,62455 ,33965 ,40243 ,30182 ,28675 ,23172 ,26102 ,18580 ,24189 ,7080 ,11620 ,1229 ,3031 ,10 ,84 ,0 ,0 ,0 ,0 
2025-12,9호선,4124,사평,1 ,0 ,1203 ,304 ,3684 ,2297 ,12330 ,5767 ,15593 ,9064 ,10155 ,5052 ,8134 ,4211 ,6944 ,4416 ,7442 ,5594 ,7360 ,7397 ,6966 ,6693 ,7938 ,8438 ,10633 ,8750 ,10526 ,11310 ,10335 ,13287 ,5884 ,10338 ,3610 ,7964 ,3045 ,7326 ,2296 ,7043 ,839 ,3603 ,233 ,1173 ,0 ,33 ,0 ,0 ,0 ,0 
2025-12,9호선,4125,신논현,126 ,0 ,4472 ,1581 ,13810 ,16983 ,30298 ,40042 ,39595 ,88656 ,30383 ,112442 ,31072 ,65678 ,36985 ,52144 ,42924 ,52516 ,48466 ,54240 ,52680 ,55090 ,61478 ,56058 ,76625 ,65289 ,94460 ,90215 ,112325 ,109270 ,87881 ,64591 ,68494 ,36745 ,75358 ,29387 ,68842 ,25422 ,35668 ,15903 ,6724 ,4780 ,27 ,1076 ,0 ,11 ,0 ,0 
2025-12,공항철도 1호선,4201,서울역,283 ,1 ,3268 ,1674 ,4830 ,15249 ,12942 ,22637 ,18662 ,33989 ,17998 ,29188 ,19500 ,24064 ,23417 ,24758 ,28867 ,25515 ,29714 ,24046 ,22820 ,20908 ,30342 ,24498 ,32702 ,24419 ,41523 ,25897 ,38638 ,25772 ,32708 ,23851 ,23685 ,15801 ,27166 ,14152 ,19182 ,11160 ,11575 ,4800 ,245 ,3252 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,공항철도 1호선,4202,공덕,83 ,1 ,2173 ,161 ,3143 ,1904 ,7902 ,4400 ,8280 ,13512 ,5301 ,7154 ,4174 ,4473 ,4363 ,4882 ,4440 ,5118 ,4477 ,5412 ,4128 ,5623 ,4509 ,6235 ,5558 ,8003 ,7766 ,11914 ,10752 ,16280 ,5231 ,10205 ,4664 ,6884 ,4753 ,7104 ,3745 ,5918 ,2000 ,4509 ,173 ,2051 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,공항철도 1호선,4203,홍대입구,251 ,17 ,5358 ,629 ,6141 ,4664 ,11380 ,11981 ,15074 ,27856 ,13908 ,32768 ,15354 ,28570 ,18795 ,34228 ,21334 ,38533 ,23929 ,40030 ,28486 ,37490 ,35437 ,35748 ,43210 ,37805 ,50245 ,41287 ,53214 ,45744 ,44526 ,30896 ,43065 ,18569 ,46330 ,14929 ,39242 ,12345 ,18464 ,10067 ,1745 ,3530 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,공항철도 1호선,4204,디지털미디어시티,121 ,10 ,4253 ,1036 ,8989 ,7169 ,23896 ,32632 ,26304 ,83756 ,15207 ,42053 ,11744 ,16325 ,12843 ,13440 ,14224 ,14194 ,15446 ,15047 ,15740 ,12920 ,19429 ,13176 ,25034 ,16284 ,52014 ,25573 ,79749 ,31834 ,31735 ,19827 ,20977 ,12917 ,18646 ,11697 ,14070 ,11246 ,6866 ,7401 ,1017 ,3057 ,0 ,3 ,0 ,0 ,0 ,0 
2025-12,공항철도 1호선,4206,마곡나루(서울식물원),44 ,1 ,3094 ,1469 ,5769 ,15325 ,14895 ,56603 ,17969 ,96688 ,10070 ,43952 ,8244 ,17517 ,10485 ,13157 ,12935 ,14048 ,13403 ,15061 ,14952 ,12076 ,21509 ,11272 ,37067 ,13644 ,84718 ,19735 ,68438 ,25968 ,30399 ,14749 ,21115 ,9430 ,20370 ,8858 ,15910 ,8724 ,3774 ,5666 ,689 ,3543 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,공항철도 1호선,4207,김포공항,9 ,0 ,1892 ,2421 ,2717 ,11340 ,8830 ,23097 ,18894 ,19390 ,19610 ,11768 ,19649 ,9566 ,17766 ,10180 ,15569 ,12760 ,21331 ,11359 ,22708 ,9873 ,21024 ,8752 ,21848 ,10015 ,23801 ,11984 ,31478 ,9866 ,21576 ,6372 ,16537 ,2984 ,15832 ,1565 ,19436 ,1484 ,7299 ,929 ,244 ,824 ,3 ,67 ,0 ,0 ,0 ,0 
2025-12,공항철도 1호선,4208,계양,49 ,0 ,11197 ,624 ,25265 ,2172 ,48941 ,4362 ,35451 ,5415 ,26390 ,5172 ,19166 ,4473 ,16858 ,5015 ,15142 ,6430 ,13006 ,8334 ,11038 ,10452 ,11042 ,14220 ,12210 ,19610 ,11302 ,26773 ,8400 ,39298 ,5644 ,35549 ,3802 ,25623 ,3451 ,23849 ,2032 ,23413 ,1165 ,15153 ,238 ,3933 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,공항철도 1호선,4209,검암,1510 ,2 ,8941 ,418 ,14289 ,2104 ,32439 ,6672 ,23136 ,15539 ,12760 ,5263 ,9781 ,3453 ,10383 ,3549 ,9566 ,4474 ,7803 ,5136 ,7049 ,6046 ,6837 ,7734 ,8582 ,10498 ,9562 ,14324 ,11663 ,24430 ,4367 ,21345 ,3546 ,13402 ,2988 ,12668 ,2018 ,13821 ,1203 ,9849 ,157 ,5904 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,공항철도 1호선,4210,청라국제도시,128 ,0 ,7607 ,382 ,18941 ,7050 ,35978 ,9479 ,22408 ,17448 ,14442 ,5379 ,11876 ,3673 ,12783 ,3971 ,12109 ,5176 ,10004 ,5928 ,9583 ,7514 ,10212 ,9005 ,14062 ,13180 ,16881 ,14687 ,21133 ,27584 ,5935 ,25741 ,4168 ,17394 ,3277 ,16733 ,2229 ,16381 ,1264 ,12575 ,182 ,3954 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,공항철도 1호선,4211,운서,238 ,10 ,18690 ,1231 ,24054 ,8379 ,34275 ,11317 ,28326 ,13944 ,17336 ,11823 ,18261 ,6485 ,22005 ,8110 ,21412 ,9674 ,16463 ,12319 ,14625 ,14209 ,16083 ,18389 ,17764 ,19923 ,19294 ,26187 ,14425 ,35339 ,8586 ,30209 ,7622 ,23020 ,8105 ,24108 ,5853 ,28225 ,3358 ,18405 ,321 ,7777 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,공항철도 1호선,4212,공항화물청사,13 ,0 ,722 ,845 ,1556 ,8427 ,2078 ,11318 ,2240 ,18207 ,1643 ,3100 ,813 ,1864 ,775 ,3159 ,1156 ,4143 ,1468 ,2065 ,1831 ,1485 ,3158 ,1355 ,5383 ,1761 ,10332 ,2058 ,13098 ,1386 ,3466 ,1517 ,2349 ,1891 ,2476 ,917 ,2608 ,395 ,718 ,261 ,15 ,113 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,공항철도 1호선,4213,인천공항1터미널,1263 ,3 ,9862 ,10292 ,14673 ,23128 ,18287 ,33175 ,19341 ,35875 ,15107 ,27690 ,13089 ,29776 ,21502 ,35173 ,25549 ,34814 ,28603 ,32466 ,32523 ,22464 ,40846 ,23840 ,34899 ,24264 ,34008 ,24946 ,37433 ,21659 ,24254 ,18117 ,24614 ,14209 ,28670 ,11563 ,28751 ,8669 ,12210 ,9435 ,159 ,6514 ,1 ,0 ,0 ,0 ,0 ,0 
2025-12,공항철도 1호선,4215,인천공항2터미널,1058 ,8 ,5207 ,8260 ,7254 ,18522 ,9025 ,18936 ,10779 ,20775 ,8931 ,11607 ,5225 ,12849 ,7400 ,16285 ,10696 ,21344 ,12395 ,14368 ,17115 ,14790 ,21774 ,11974 ,22017 ,12235 ,25387 ,12247 ,25859 ,6923 ,15469 ,4108 ,14797 ,3969 ,16695 ,3238 ,16687 ,2023 ,5279 ,2029 ,1 ,2562 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,공항철도 1호선,4217,영종,26 ,0 ,4451 ,220 ,12405 ,1870 ,19588 ,3086 ,14640 ,3939 ,11222 ,2881 ,10629 ,3099 ,10636 ,3835 ,9109 ,4185 ,8321 ,5250 ,7068 ,7029 ,7732 ,8742 ,7783 ,11065 ,7246 ,11707 ,4916 ,17427 ,2913 ,16384 ,2621 ,11157 ,2380 ,11892 ,1832 ,12264 ,988 ,8613 ,208 ,3164 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,9호선2~3단계,4126,언주,1 ,0 ,1366 ,1299 ,3010 ,8521 ,7569 ,25353 ,10655 ,73228 ,10471 ,56588 ,11483 ,25440 ,13087 ,15911 ,15244 ,13945 ,16163 ,16813 ,19011 ,15471 ,22623 ,13080 ,28121 ,14538 ,50232 ,17971 ,61832 ,19266 ,31329 ,11897 ,19116 ,7858 ,15462 ,8253 ,12306 ,6190 ,4605 ,4275 ,1060 ,1748 ,6 ,206 ,0 ,0 ,0 ,0 
