사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2025-12,6호선,2643,상월곡(한국과학기술연구원),41 ,1 ,5467 ,422 ,8887 ,2122 ,24528 ,3728 ,29110 ,13849 ,16535 ,8689 ,11832 ,8521 ,11029 ,7643 ,10992 ,7282 ,10870 ,8186 ,10452 ,8344 ,10182 ,10083 ,11082 ,11776 ,10965 ,15296 ,10843 ,20048 ,6469 ,16778 ,3919 ,11059 ,3900 ,10615 ,3095 ,10196 ,1334 ,6893 ,306 ,2566 ,4 ,45 ,0 ,0 ,0 ,0 
2025-12,6호선,2644,돌곶이,31 ,2 ,7500 ,1055 ,19776 ,3654 ,54427 ,7387 ,58109 ,17879 ,29681 ,12247 ,20345 ,10226 ,17884 ,11263 ,18745 ,13899 ,17702 ,15236 ,16055 ,14940 ,17158 ,19376 ,18400 ,23685 ,18867 ,30830 ,17678 ,45545 ,11780 ,35941 ,8671 ,22176 ,7434 ,19965 ,5719 ,20387 ,2625 ,12826 ,694 ,4464 ,6 ,82 ,0 ,0 ,0 ,0 
2025-12,6호선,2645,석계,1240 ,11 ,8691 ,1983 ,19823 ,7062 ,49501 ,8603 ,55444 ,15858 ,31586 ,11638 ,23907 ,11175 ,20850 ,13921 ,21192 ,15669 ,20246 ,17035 ,18567 ,18141 ,17883 ,22728 ,20383 ,29712 ,20844 ,36359 ,17553 ,54400 ,11838 ,41274 ,9360 ,26017 ,9012 ,23724 ,7552 ,21683 ,3946 ,14379 ,903 ,5205 ,5 ,92 ,0 ,0 ,0 ,0 
2025-12,6호선,2646,태릉입구,14 ,2 ,4567 ,950 ,7298 ,3257 ,19218 ,3994 ,22868 ,9833 ,12540 ,7443 ,10092 ,5876 ,9572 ,8666 ,9941 ,7815 ,9844 ,8691 ,9753 ,10121 ,10034 ,10365 ,11064 ,13626 ,10803 ,16906 ,10873 ,24695 ,6949 ,17989 ,5744 ,11794 ,5105 ,11876 ,4155 ,10423 ,2392 ,8197 ,523 ,4299 ,4 ,149 ,0 ,0 ,0 ,0 
2025-12,6호선,2647,화랑대(서울여대입구),29 ,1 ,6709 ,1271 ,21361 ,4820 ,55065 ,8592 ,53553 ,16887 ,28080 ,11174 ,19291 ,8829 ,17951 ,10400 ,18111 ,9806 ,17944 ,11758 ,17105 ,11390 ,17963 ,14472 ,20766 ,17880 ,20018 ,25317 ,14804 ,36653 ,7856 ,30946 ,5952 ,19601 ,5067 ,17899 ,3524 ,17365 ,1438 ,11149 ,207 ,4406 ,3 ,107 ,0 ,0 ,0 ,0 
2025-12,6호선,2648,봉화산(서울의료원),4 ,0 ,5922 ,978 ,16896 ,2726 ,44490 ,5585 ,40303 ,12278 ,19896 ,7820 ,15714 ,7078 ,13869 ,7223 ,13947 ,9032 ,12364 ,10568 ,11150 ,10989 ,11225 ,14443 ,13005 ,17208 ,13918 ,22711 ,10834 ,29714 ,5778 ,27554 ,4077 ,16961 ,3435 ,15420 ,2916 ,15150 ,1139 ,8914 ,232 ,3646 ,4 ,312 ,0 ,0 ,0 ,0 
2025-12,6호선,2649,신내,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,2 ,0 ,2 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,2 ,0 ,2 ,0 ,4 ,0 ,5 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,7호선,2711,장암,0 ,0 ,2082 ,87 ,8195 ,973 ,18584 ,1265 ,12291 ,1653 ,5612 ,2041 ,3423 ,2473 ,3027 ,3281 ,3430 ,3073 ,3760 ,2020 ,3912 ,1669 ,4450 ,1647 ,4093 ,2198 ,3652 ,2597 ,3156 ,3537 ,1899 ,2679 ,1344 ,1904 ,915 ,959 ,712 ,973 ,334 ,696 ,45 ,320 ,0 ,3 ,0 ,0 ,0 ,0 
2025-12,7호선,2712,도봉산,79 ,2 ,5579 ,1084 ,18595 ,4249 ,51635 ,7914 ,39949 ,12815 ,21929 ,13144 ,15174 ,13079 ,12855 ,11792 ,13133 ,12628 ,12133 ,13443 ,11731 ,13121 ,12507 ,16004 ,14608 ,19518 ,11884 ,24192 ,10591 ,36959 ,5382 ,36792 ,3679 ,23252 ,3142 ,19804 ,2393 ,17568 ,1209 ,11951 ,232 ,5002 ,2 ,204 ,0 ,0 ,0 ,0 
2025-12,7호선,2713,수락산,126 ,3 ,10010 ,785 ,20680 ,5207 ,46787 ,8303 ,48490 ,16840 ,31951 ,14626 ,24360 ,15557 ,21627 ,17732 ,22833 ,19972 ,22866 ,17457 ,22978 ,18562 ,23983 ,22820 ,22768 ,28621 ,21288 ,33494 ,19329 ,46390 ,11929 ,41316 ,9290 ,26648 ,7579 ,22035 ,5193 ,19900 ,2465 ,12968 ,334 ,4868 ,3 ,63 ,0 ,0 ,0 ,0 
2025-12,7호선,2714,마들,28 ,0 ,11457 ,1295 ,26911 ,3092 ,66318 ,8072 ,66184 ,13051 ,35646 ,10544 ,25604 ,10476 ,23365 ,12180 ,24139 ,15187 ,20750 ,16539 ,18764 ,18664 ,19692 ,23337 ,18788 ,28038 ,16693 ,33734 ,13658 ,50950 ,8526 ,47564 ,6276 ,28383 ,4516 ,24205 ,3358 ,22983 ,1397 ,14390 ,230 ,5037 ,3 ,53 ,0 ,0 ,0 ,0 
2025-12,7호선,2715,노원,67 ,7 ,7616 ,2304 ,14989 ,7607 ,39584 ,14172 ,43973 ,50391 ,29805 ,47528 ,31092 ,37982 ,35176 ,38793 ,40220 ,40412 ,41868 ,45111 ,44629 ,46143 ,49901 ,47435 ,53384 ,49937 ,51063 ,53448 ,51005 ,66706 ,34081 ,51514 ,31311 ,27067 ,25397 ,22551 ,20408 ,19729 ,9538 ,13192 ,1868 ,4731 ,38 ,81 ,0 ,0 ,0 ,0 
2025-12,7호선,2716,중계,55 ,1 ,9738 ,2372 ,24566 ,5742 ,62992 ,16887 ,65430 ,30314 ,36757 ,16710 ,27900 ,13244 ,25925 ,15093 ,27349 ,15431 ,25143 ,17252 ,21821 ,16936 ,21130 ,21342 ,25253 ,25473 ,23256 ,33208 ,18024 ,48804 ,10022 ,45541 ,8086 ,28017 ,9302 ,24685 ,5923 ,22092 ,2622 ,13856 ,405 ,4518 ,9 ,55 ,0 ,0 ,0 ,0 
2025-12,7호선,2717,하계,59 ,0 ,8737 ,2043 ,26615 ,7417 ,67468 ,16686 ,73740 ,29112 ,41174 ,23391 ,33428 ,19041 ,32571 ,18835 ,32910 ,24264 ,30760 ,28613 ,30246 ,25863 ,34338 ,30302 ,37975 ,34925 ,35912 ,42963 ,26877 ,61188 ,15631 ,52207 ,14428 ,32362 ,12177 ,29555 ,8534 ,27827 ,3203 ,18603 ,629 ,5857 ,4 ,90 ,0 ,0 ,0 ,0 
2025-12,7호선,2718,공릉(서울과학기술대),68 ,1 ,6232 ,941 ,14257 ,4520 ,37142 ,12255 ,43868 ,24696 ,24631 ,18027 ,21056 ,15024 ,20697 ,14933 ,22208 ,17384 ,22019 ,18751 ,21344 ,18285 ,23925 ,21712 ,25172 ,26476 ,26345 ,30918 ,24227 ,43889 ,14806 ,35529 ,12795 ,21581 ,11356 ,19312 ,9403 ,18993 ,5130 ,12622 ,914 ,4420 ,8 ,82 ,0 ,0 ,0 ,0 
2025-12,7호선,2719,태릉입구,195 ,1 ,7657 ,1182 ,7986 ,5048 ,18865 ,7875 ,24799 ,19918 ,16811 ,13467 ,14086 ,10519 ,13847 ,12681 ,14890 ,11520 ,15224 ,12369 ,15438 ,13177 ,17360 ,13965 ,18983 ,17148 ,20940 ,19835 ,20866 ,25218 ,12703 ,20663 ,9853 ,14224 ,8762 ,12372 ,6757 ,11841 ,3311 ,7637 ,655 ,3781 ,2 ,1618 ,0 ,0 ,0 ,0 
2025-12,7호선,2720,먹골,60 ,2 ,7466 ,667 ,13473 ,3445 ,33608 ,6370 ,44531 ,16113 ,25682 ,11187 ,19639 ,10279 ,17842 ,11870 ,18514 ,13095 ,17702 ,14278 ,16279 ,15531 ,15930 ,19731 ,16965 ,24410 ,17853 ,28219 ,18739 ,39757 ,10949 ,31574 ,8526 ,21439 ,7875 ,18818 ,5144 ,16605 ,2603 ,10739 ,549 ,3346 ,3 ,216 ,0 ,0 ,0 ,0 
2025-12,7호선,2721,중화,133 ,1 ,8229 ,1004 ,16541 ,4610 ,37958 ,9757 ,49543 ,24051 ,29598 ,12258 ,19683 ,10607 ,18113 ,11488 ,18481 ,13464 ,17361 ,13963 ,15591 ,15465 ,16634 ,19604 ,18723 ,24383 ,20056 ,28030 ,20549 ,41406 ,11576 ,34319 ,8599 ,22159 ,7450 ,20182 ,5516 ,18645 ,2574 ,11682 ,513 ,3677 ,6 ,134 ,0 ,0 ,0 ,0 
2025-12,7호선,2722,상봉,412 ,25 ,10174 ,1642 ,19731 ,6930 ,53213 ,13533 ,76588 ,30142 ,41148 ,22817 ,27693 ,20373 ,25952 ,21822 ,28872 ,23766 ,28461 ,25459 ,27557 ,26496 ,29408 ,29773 ,33166 ,36484 ,35227 ,48369 ,35468 ,70336 ,24243 ,57071 ,19741 ,35837 ,19948 ,28324 ,15329 ,28276 ,8810 ,18395 ,1751 ,8511 ,17 ,185 ,0 ,0 ,0 ,0 
2025-12,7호선,2723,면목,81 ,2 ,13201 ,737 ,23949 ,5173 ,54792 ,8870 ,70077 ,25722 ,41470 ,16470 ,26598 ,14342 ,23709 ,14712 ,24090 ,18317 ,23455 ,19248 ,22023 ,20266 ,22441 ,26484 ,24328 ,33616 ,22634 ,38399 ,22159 ,54839 ,15475 ,45321 ,9711 ,29731 ,7500 ,25659 ,5251 ,24754 ,2875 ,14217 ,540 ,5174 ,7 ,125 ,0 ,0 ,0 ,0 
2025-12,7호선,2724,사가정,39 ,1 ,11458 ,1299 ,22700 ,7178 ,54404 ,11739 ,70503 ,26348 ,43967 ,18880 ,29419 ,18193 ,25609 ,18490 ,27222 ,20246 ,25571 ,21936 ,24114 ,24418 ,25383 ,29969 ,26836 ,36360 ,26858 ,44486 ,25764 ,65175 ,18151 ,49930 ,13101 ,31512 ,10931 ,28286 ,8763 ,25306 ,4627 ,14396 ,870 ,5005 ,7 ,97 ,0 ,0 ,0 ,0 
2025-12,7호선,2725,용마산(용마폭포공원),10 ,1 ,4923 ,616 ,10580 ,2360 ,22852 ,4112 ,29382 ,9771 ,16411 ,5769 ,10588 ,5435 ,9142 ,5236 ,8881 ,6428 ,8653 ,7501 ,7574 ,7511 ,8044 ,10046 ,8540 ,12296 ,8224 ,15137 ,8012 ,21806 ,4990 ,17585 ,3342 ,11540 ,2518 ,11540 ,1845 ,10330 ,970 ,6420 ,186 ,2231 ,3 ,49 ,0 ,0 ,0 ,0 
2025-12,7호선,2726,중곡,13 ,2 ,6683 ,582 ,12638 ,4224 ,30109 ,16388 ,47633 ,32041 ,30085 ,16213 ,20081 ,10747 ,17548 ,11120 ,18536 ,12379 ,17039 ,13833 ,16807 ,14542 ,16805 ,18294 ,21836 ,21586 ,23310 ,25701 ,25614 ,35374 ,13009 ,28520 ,9235 ,18923 ,7625 ,16984 ,5912 ,15045 ,2447 ,8803 ,600 ,3331 ,1 ,76 ,0 ,0 ,0 ,0 
2025-12,7호선,2727,군자(능동),32 ,0 ,8910 ,859 ,14616 ,5671 ,36080 ,9353 ,58946 ,27819 ,39754 ,19641 ,24127 ,13522 ,20936 ,14166 ,23000 ,15215 ,23112 ,16485 ,21987 ,18526 ,23367 ,22010 ,26323 ,26405 ,32484 ,32630 ,35472 ,46913 ,23505 ,34059 ,19989 ,22198 ,20018 ,19648 ,16516 ,17674 ,8772 ,10410 ,1762 ,4259 ,22 ,140 ,0 ,0 ,0 ,0 
2025-12,7호선,2728,어린이대공원(세종대),17 ,0 ,3297 ,890 ,7893 ,7741 ,19818 ,16641 ,33550 ,67327 ,25375 ,42973 ,18990 ,38906 ,21761 ,32442 ,22005 ,28207 ,28069 ,33263 ,28651 ,26780 ,33357 ,23851 ,44806 ,26415 ,53800 ,29976 ,48848 ,37627 ,28516 ,25734 ,25733 ,18260 ,25105 ,16661 ,20625 ,16579 ,10884 ,11874 ,2165 ,3822 ,9 ,67 ,0 ,0 ,0 ,0 
2025-12,7호선,2729,건대입구,66 ,4 ,4277 ,1185 ,5612 ,9858 ,13955 ,21325 ,20506 ,44291 ,16776 ,34930 ,16831 ,31458 ,22280 ,28542 ,22636 ,30918 ,24775 ,32355 ,30117 ,29933 ,37240 ,28729 ,40745 ,30447 ,47508 ,35626 ,39622 ,42315 ,30286 ,27443 ,31689 ,16861 ,26543 ,14334 ,21948 ,11920 ,11968 ,7205 ,1956 ,3906 ,48 ,487 ,0 ,24 ,0 ,0 
2025-12,7호선,2730,자양(뚝섬한강공원),3 ,0 ,4658 ,590 ,9599 ,3549 ,22452 ,6877 ,32624 ,13319 ,22023 ,10307 ,13837 ,8447 ,12428 ,9484 ,12108 ,10435 ,12004 ,12360 ,12579 ,14258 ,13956 ,17053 ,16444 ,18777 ,18084 ,22954 ,17330 ,30418 ,11856 ,22381 ,10186 ,15146 ,8374 ,14274 ,5669 ,12645 ,2544 ,7215 ,1351 ,2313 ,21 ,37 ,0 ,5 ,0 ,0 
2025-12,7호선,2731,청담,7 ,0 ,2519 ,3702 ,7150 ,28353 ,12146 ,58644 ,16559 ,136310 ,14368 ,92555 ,14429 ,38011 ,17742 ,25617 ,21108 ,24979 ,22793 ,25867 ,27647 ,23552 ,35367 ,21916 ,46490 ,22557 ,73056 ,25971 ,101672 ,24013 ,50164 ,15362 ,31458 ,11762 ,29243 ,10369 ,21814 ,8233 ,6179 ,4631 ,949 ,3038 ,10 ,55 ,3 ,9 ,0 ,0 
2025-12,7호선,2732,강남구청,23 ,1 ,1906 ,1806 ,3968 ,16365 ,7509 ,36815 ,10700 ,105297 ,10184 ,101499 ,10562 ,47109 ,13337 ,27858 ,16270 ,23984 ,19649 ,26327 ,24315 ,22836 ,30515 ,20801 ,37378 ,20877 ,56404 ,24307 ,85076 ,23874 ,53835 ,14607 ,35191 ,9958 ,32653 ,7979 ,24793 ,6430 ,11063 ,4382 ,2199 ,2099 ,8 ,18 ,0 ,0 ,0 ,0 
2025-12,7호선,2733,학동,6 ,0 ,1995 ,1846 ,4570 ,23997 ,8842 ,56521 ,12196 ,178090 ,12222 ,134284 ,12694 ,58785 ,16690 ,31688 ,21239 ,26654 ,25020 ,30745 ,30499 ,25682 ,40444 ,21857 ,51479 ,22488 ,92687 ,25319 ,155055 ,24628 ,73670 ,14195 ,41762 ,9191 ,35911 ,8245 ,27991 ,6070 ,11255 ,3924 ,1888 ,1436 ,3 ,30 ,0 ,0 ,0 ,0 
2025-12,7호선,2734,논현,26 ,0 ,3037 ,1121 ,4542 ,16337 ,9083 ,42003 ,14591 ,107413 ,12570 ,96206 ,12421 ,40352 ,15196 ,26970 ,17623 ,25695 ,19922 ,27654 ,25647 ,26319 ,31181 ,24701 ,39405 ,28510 ,67305 ,35915 ,99476 ,40468 ,57545 ,22330 ,39262 ,12959 ,41361 ,10620 ,37783 ,8339 ,20168 ,5726 ,3731 ,2653 ,10 ,34 ,0 ,0 ,0 ,0 
2025-12,7호선,2735,반포,5 ,0 ,1050 ,941 ,3548 ,11073 ,10480 ,12809 ,15258 ,19900 ,11095 ,17637 ,8678 ,12061 ,8717 ,13073 ,10245 ,12041 ,11449 ,11837 ,12710 ,11479 ,15700 ,11709 ,20462 ,11894 ,20384 ,13276 ,19620 ,14902 ,13494 ,9479 ,11773 ,6511 ,10632 ,6002 ,7294 ,5720 ,2301 ,3474 ,381 ,1052 ,5 ,7 ,0 ,0 ,0 ,0 
2025-12,7호선,2736,고속터미널,27 ,1 ,1445 ,3003 ,3114 ,23474 ,12483 ,42174 ,21759 ,51255 ,28529 ,40862 ,29882 ,35393 ,32535 ,34497 ,33561 ,30509 ,34356 ,33429 ,35980 ,30603 ,46896 ,26276 ,49960 ,27353 ,65704 ,30499 ,52608 ,30133 ,35411 ,17905 ,38922 ,11491 ,33527 ,11383 ,24659 ,6474 ,7636 ,3666 ,942 ,983 ,9 ,33 ,0 ,0 ,0 ,0 
2025-12,7호선,2737,내방,11 ,0 ,2574 ,1634 ,8145 ,13197 ,18574 ,27525 ,29242 ,77596 ,22423 ,47877 ,17765 ,22712 ,18309 ,18789 ,19526 ,19086 ,21904 ,20270 ,23216 ,19682 ,25758 ,19930 ,32678 ,22681 ,50569 ,29084 ,67163 ,35028 ,27092 ,22231 ,20044 ,14985 ,20160 ,13477 ,14364 ,11226 ,4617 ,7199 ,966 ,3371 ,14 ,261 ,0 ,0 ,0 ,0 
2025-12,7호선,2738,이수,36 ,2 ,4290 ,1307 ,10047 ,18219 ,28063 ,18144 ,42920 ,43601 ,30778 ,31173 ,22769 ,22230 ,22764 ,23045 ,26429 ,24081 ,26768 ,25819 ,28335 ,26268 ,31850 ,29256 ,40090 ,34963 ,42117 ,47541 ,46705 ,62347 ,29571 ,39219 ,27522 ,22341 ,30811 ,19119 ,27165 ,17068 ,14408 ,10456 ,2460 ,3564 ,33 ,170 ,0 ,0 ,0 ,0 
2025-12,7호선,2739,남성,49 ,0 ,6159 ,965 ,14427 ,3931 ,38080 ,6721 ,54533 ,15794 ,34735 ,12536 ,22523 ,11364 ,18887 ,11802 ,19343 ,13334 ,18539 ,14382 ,17170 ,16209 ,16733 ,20561 ,17995 ,24163 ,17098 ,31209 ,15575 ,43879 ,9924 ,32162 ,8864 ,21523 ,7613 ,19809 ,5339 ,17456 ,2472 ,10655 ,455 ,3621 ,7 ,77 ,0 ,0 ,0 ,0 
2025-12,7호선,2740,숭실대입구(살피재),30 ,0 ,5906 ,888 ,13474 ,3838 ,37360 ,7662 ,50251 ,23806 ,33812 ,20660 ,23229 ,20866 ,21503 ,18770 ,21877 ,18024 ,22839 ,21091 ,22317 ,21465 ,22496 ,23600 ,26802 ,27290 ,30241 ,35083 ,21449 ,47193 ,14722 ,34448 ,13337 ,23981 ,12775 ,21970 ,10777 ,21457 ,6161 ,13949 ,1219 ,4625 ,17 ,79 ,0 ,0 ,0 ,0 
2025-12,7호선,2741,상도,6 ,0 ,5186 ,1680 ,12870 ,6467 ,34746 ,8292 ,46125 ,24070 ,29747 ,17932 ,20369 ,17327 ,18771 ,16048 ,19903 ,17520 ,20744 ,16880 ,19497 ,19178 ,20965 ,19837 ,24495 ,22712 ,26684 ,29673 ,23499 ,43627 ,13697 ,30096 ,11613 ,20670 ,11496 ,19054 ,9091 ,18053 ,5247 ,12175 ,1248 ,3671 ,19 ,61 ,0 ,0 ,0 ,0 
2025-12,7호선,2742,장승배기,11 ,0 ,5248 ,1812 ,10804 ,8512 ,26665 ,9656 ,37839 ,23798 ,24642 ,13782 ,17261 ,10731 ,16087 ,11576 ,15641 ,13816 ,15739 ,14635 ,15816 ,14938 ,16667 ,17162 ,19258 ,19478 ,20332 ,22671 ,19936 ,32027 ,10433 ,22606 ,8840 ,15508 ,8171 ,14043 ,5582 ,13136 ,2293 ,8379 ,736 ,2852 ,18 ,45 ,0 ,0 ,0 ,0 
2025-12,7호선,2743,신대방삼거리,62 ,2 ,9733 ,680 ,19193 ,4281 ,52130 ,8646 ,76088 ,19261 ,44137 ,16487 ,27005 ,13849 ,23938 ,15391 ,26029 ,17489 ,23677 ,19525 ,22273 ,21055 ,21121 ,25938 ,23076 ,30979 ,22951 ,40583 ,21884 ,61423 ,13330 ,45463 ,11485 ,29621 ,10254 ,27411 ,7521 ,23670 ,3572 ,15466 ,832 ,5983 ,16 ,73 ,0 ,0 ,0 ,0 
2025-12,7호선,2744,보라매,26 ,0 ,3285 ,899 ,6216 ,3343 ,16246 ,8347 ,25033 ,21350 ,14719 ,10100 ,9872 ,8544 ,9504 ,9569 ,10687 ,10644 ,10698 ,9810 ,11433 ,9290 ,12102 ,11272 ,13486 ,13379 ,14842 ,17214 ,16387 ,24347 ,8094 ,16637 ,7685 ,11135 ,6801 ,10477 ,5510 ,9275 ,2388 ,5990 ,491 ,2485 ,11 ,51 ,0 ,0 ,0 ,0 
2025-12,7호선,2745,신풍,303 ,14 ,13087 ,1204 ,16092 ,5710 ,40888 ,12272 ,53718 ,21793 ,30805 ,14502 ,19778 ,13127 ,18242 ,13446 ,19839 ,14788 ,18508 ,15545 ,17394 ,15619 ,18858 ,20154 ,21336 ,24276 ,21184 ,33548 ,20223 ,44488 ,12676 ,31332 ,10260 ,20136 ,8509 ,18926 ,6608 ,16993 ,2820 ,10160 ,549 ,3599 ,17 ,527 ,0 ,0 ,0 ,0 
2025-12,7호선,2746,대림(구로구청),99 ,0 ,10475 ,730 ,8887 ,4220 ,17083 ,7746 ,23390 ,19146 ,18280 ,14473 ,13852 ,20744 ,14387 ,22643 ,16321 ,17673 ,18066 ,17643 ,19180 ,17640 ,21075 ,18767 ,21938 ,20465 ,22987 ,25157 ,21024 ,24077 ,13357 ,15909 ,10589 ,12648 ,9398 ,14664 ,7705 ,11916 ,4075 ,6696 ,640 ,1769 ,22 ,105 ,0 ,2 ,0 ,0 
2025-12,7호선,2747,남구로,120 ,4 ,16158 ,1353 ,15811 ,7235 ,30991 ,32602 ,36275 ,95108 ,25391 ,46880 ,17376 ,20434 ,16321 ,17158 ,18262 ,16283 ,17445 ,16926 ,17414 ,16791 ,19814 ,19988 ,23326 ,24263 ,47495 ,33536 ,69500 ,33449 ,29788 ,23030 ,16008 ,16446 ,11645 ,18239 ,7895 ,15982 ,3659 ,9380 ,578 ,2314 ,12 ,49 ,0 ,0 ,0 ,0 
2025-12,7호선,2748,가산디지털단지,601 ,5 ,6333 ,5560 ,10927 ,27908 ,24714 ,134169 ,31159 ,382090 ,21942 ,231435 ,20882 ,63366 ,27107 ,39637 ,36418 ,37652 ,41688 ,37678 ,48592 ,33809 ,62566 ,30915 ,89023 ,31215 ,218197 ,34187 ,298659 ,39594 ,119218 ,28000 ,68684 ,17749 ,53900 ,15397 ,30932 ,14167 ,13185 ,9603 ,1896 ,3531 ,7 ,72 ,0 ,0 ,0 ,0 
2025-12,7호선,2749,철산,24 ,0 ,11210 ,3114 ,34689 ,10878 ,93054 ,19190 ,93522 ,37874 ,52035 ,28632 ,38039 ,21992 ,36518 ,23419 ,35151 ,26302 ,32754 ,29537 ,31535 ,30708 ,34283 ,37452 ,36344 ,47329 ,39158 ,68486 ,38758 ,99532 ,22797 ,75732 ,20496 ,44400 ,19471 ,40349 ,16816 ,36682 ,7682 ,22844 ,1479 ,6840 ,9 ,90 ,0 ,1 ,0 ,0 
2025-12,7호선,2750,광명사거리,176 ,1 ,19301 ,6240 ,33665 ,12254 ,84908 ,15734 ,88556 ,29842 ,49845 ,24596 ,35049 ,24975 ,33389 ,31404 ,36515 ,36281 ,35848 ,36218 ,35413 ,36252 ,38954 ,42095 ,43424 ,48627 ,42170 ,59556 ,35076 ,86031 ,23506 ,64084 ,16571 ,37164 ,13342 ,32640 ,10102 ,29248 ,4389 ,17654 ,905 ,5451 ,4 ,91 ,0 ,29 ,0 ,0 
2025-12,7호선,2751,천왕,32 ,1 ,8599 ,779 ,20359 ,4866 ,55062 ,9826 ,61587 ,20634 ,35160 ,9520 ,21562 ,8211 ,18158 ,9742 ,17605 ,13228 ,16682 ,14154 ,15186 ,15675 ,15936 ,19977 ,17776 ,25039 ,17721 ,32700 ,16047 ,48278 ,7866 ,38114 ,5713 ,23842 ,4451 ,20269 ,3100 ,18461 ,1437 ,12090 ,322 ,3342 ,8 ,275 ,0 ,18 ,0 ,0 
2025-12,7호선,2752,온수(성공회대입구),244 ,1 ,9235 ,771 ,19483 ,3440 ,43965 ,10733 ,51831 ,18188 ,23777 ,11499 ,14789 ,7372 ,13974 ,7727 ,14309 ,8833 ,13077 ,10206 ,11490 ,10652 ,13253 ,13551 ,15643 ,16561 ,15731 ,22769 ,13768 ,38140 ,6292 ,27870 ,5079 ,18473 ,4631 ,15081 ,3226 ,13841 ,1780 ,9322 ,329 ,4941 ,7 ,1140 ,0 ,99 ,0 ,0 
2025-12,8호선,2810,암사역사공원,9 ,0 ,3341 ,578 ,9646 ,2569 ,30000 ,6708 ,35807 ,9010 ,18828 ,4602 ,12339 ,4643 ,10511 ,5199 ,10244 ,6805 ,9775 ,7201 ,9216 ,8271 ,9514 ,9888 ,11571 ,12814 ,11556 ,17372 ,12035 ,24312 ,5618 ,18352 ,3956 ,13579 ,3187 ,11382 ,2590 ,11874 ,1041 ,6640 ,243 ,1923 ,2 ,22 ,0 ,0 ,0 ,0 
2025-12,8호선,2811,암사,182 ,3 ,15048 ,835 ,23926 ,5174 ,65272 ,8066 ,82752 ,19796 ,44509 ,14239 ,29650 ,12120 ,26608 ,15969 ,26129 ,17631 ,24944 ,19911 ,22213 ,22428 ,22275 ,30719 ,23294 ,35452 ,23737 ,45313 ,23654 ,64801 ,14486 ,46349 ,11377 ,30427 ,9024 ,27247 ,6113 ,26473 ,2721 ,14958 ,619 ,5026 ,7 ,242 ,1 ,40 ,0 ,0 
2025-12,8호선,2812,천호(풍납토성),147 ,0 ,11642 ,2282 ,17392 ,11551 ,44438 ,20734 ,56376 ,38117 ,35800 ,32224 ,25647 ,26955 ,25822 ,30020 ,28353 ,32175 ,29352 ,36194 ,29910 ,35247 ,34085 ,41827 ,38472 ,44939 ,44628 ,58210 ,44335 ,77045 ,29700 ,50632 ,25694 ,31858 ,19534 ,30523 ,14996 ,24807 ,7933 ,15145 ,1995 ,5738 ,41 ,171 ,0 ,11 ,0 ,0 
2025-12,8호선,2813,강동구청,26 ,0 ,5779 ,1040 ,12118 ,5720 ,29512 ,16258 ,39219 ,35878 ,25138 ,16925 ,19507 ,13047 ,17162 ,12147 ,17516 ,13406 ,17335 ,16189 ,16825 ,16239 ,18026 ,19437 ,20397 ,22741 ,24070 ,27949 ,29932 ,36591 ,11706 ,25921 ,9744 ,18204 ,8612 ,16816 ,6605 ,14500 ,2401 ,8411 ,556 ,2786 ,9 ,65 ,0 ,0 ,0 ,0 
2025-12,8호선,2814,몽촌토성(평화의문),20 ,0 ,1898 ,1844 ,5063 ,6130 ,13521 ,11831 ,20067 ,31619 ,12940 ,17992 ,10310 ,11516 ,10226 ,10536 ,10723 ,11158 ,10931 ,10699 ,11955 ,9990 ,13246 ,10705 ,16551 ,15152 ,20739 ,18116 ,25723 ,21947 ,11730 ,16311 ,10672 ,10728 ,11400 ,9331 ,9380 ,8593 ,4555 ,5659 ,1993 ,1884 ,74 ,38 ,0 ,0 ,0 ,0 
